accuracy,loss,val_accuracy,val_loss,learning_rate
0.2654913663864136,1.86493980884552,0.3272879421710968,1.6939386129379272,0.000699999975040555
0.359375,1.563746690750122,0.3306361734867096,1.6926945447921753,0.000699999975040555
0.42195844650268555,1.5269323587417603,0.2190290242433548,7.865973472595215,0.000699999975040555
0.5,1.2357826232910156,0.2237723171710968,6.911569118499756,0.000699999975040555
0.49931925535202026,1.3185619115829468,0.5306919813156128,1.2305458784103394,0.000699999975040555
0.46875,1.1858994960784912,0.53125,1.2245999574661255,0.000699999975040555
0.5399197340011597,1.216845989227295,0.5521763563156128,1.2050952911376953,0.000699999975040555
0.578125,1.0554697513580322,0.5505022406578064,1.2092026472091675,0.000699999975040555
0.568336546421051,1.1491577625274658,0.5555245280265808,1.1611860990524292,0.000699999975040555
0.578125,1.0687626600265503,0.5544084906578064,1.1600021123886108,0.000699999975040555
0.58432537317276,1.1089130640029907,0.5571986436843872,1.1798174381256104,0.000699999975040555
0.515625,1.0901055335998535,0.5563616156578064,1.18036949634552,0.000699999975040555
0.5988479852676392,1.066588044166565,0.5929129719734192,1.1049201488494873,0.000699999975040555
0.515625,1.0512242317199707,0.5901227593421936,1.109573245048523,0.000699999975040555
0.6094257235527039,1.0391725301742554,0.5856584906578064,1.1173311471939087,0.000699999975040555
0.671875,0.9087435603141785,0.583984375,1.1179852485656738,0.000699999975040555
0.6539360880851746,0.9253032207489014,0.6409040093421936,0.9702063202857971,0.0001399999891873449
0.578125,0.9270511865615845,0.6414620280265808,0.9705187678337097,0.0001399999891873449
0.670134425163269,0.8827896118164062,0.6431361436843872,0.9589913487434387,0.0001399999891873449
0.703125,0.7905991673469543,0.6462053656578064,0.9578829407691956,0.0001399999891873449
0.6801885366439819,0.8541213870048523,0.6375557780265808,0.976020336151123,0.0001399999891873449
0.65625,0.807816743850708,0.6375557780265808,0.9747291803359985,0.0001399999891873449
0.6934892535209656,0.8321760296821594,0.6453682780265808,0.9921128153800964,0.0001399999891873449
0.6875,0.817886471748352,0.6450892686843872,0.9915765523910522,2.7999998565064743e-05
0.71722811460495,0.7670413851737976,0.6640625,0.9382386803627014,2.7999998565064743e-05
0.765625,0.7273877263069153,0.6646205186843872,0.9382109045982361,2.7999998565064743e-05
0.7231279611587524,0.7435489296913147,0.6676897406578064,0.9413806200027466,2.7999998565064743e-05
0.796875,0.6013338565826416,0.6685267686843872,0.9413703083992004,2.7999998565064743e-05
0.7298656105995178,0.7271028757095337,0.6702008843421936,0.9378613829612732,5.599999894911889e-06
0.703125,0.7984875440597534,0.6702008843421936,0.9377444386482239,5.599999894911889e-06
0.7353464961051941,0.7198801636695862,0.6690848469734192,0.9398428201675415,5.599999894911889e-06
0.6875,0.8133341073989868,0.6688057780265808,0.9398990273475647,5.599999894911889e-06
0.7364286780357361,0.717886745929718,0.6682477593421936,0.9413295388221741,5.599999894911889e-06
0.75,0.6493967771530151,0.66796875,0.941452145576477,1.1199999789823778e-06
0.7359748482704163,0.7107199430465698,0.6690848469734192,0.9410444498062134,1.1199999789823778e-06
0.78125,0.6903382539749146,0.6688057780265808,0.9411283135414124,1.1199999789823778e-06
0.7385233044624329,0.7147051095962524,0.6693638563156128,0.9407354593276978,9.999999974752427e-07
0.796875,0.63021320104599,0.6693638563156128,0.9406900405883789,9.999999974752427e-07
0.736184298992157,0.7146563529968262,0.669921875,0.9417214393615723,9.999999974752427e-07
0.765625,0.6875703930854797,0.6693638563156128,0.9417558312416077,9.999999974752427e-07
